d_affinia_1.txt, deceptive, p, word_count=64, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_ambassador_9.txt, deceptive, p, word_count=140, total_entity_count=0, total_unique_entity_count=0, LOCATION=4, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=3, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_1.txt, deceptive, p, word_count=143, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_10.txt, deceptive, p, word_count=129, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_11.txt, deceptive, p, word_count=122, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_12.txt, deceptive, p, word_count=50, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_13.txt, deceptive, p, word_count=179, total_entity_count=0, total_unique_entity_count=0, LOCATION=2, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_14.txt, deceptive, p, word_count=197, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=4, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=3, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_15.txt, deceptive, p, word_count=102, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_16.txt, deceptive, p, word_count=59, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_17.txt, deceptive, p, word_count=113, total_entity_count=0, total_unique_entity_count=0, LOCATION=2, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_18.txt, deceptive, p, word_count=63, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=3, MONEY=0, PERCENT=0, DATE=2, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=3, unique_MONEY=0, unique_PERCENT=0, unique_DATE=2, unique_TIME=0, 
d_conrad_19.txt, deceptive, p, word_count=346, total_entity_count=0, total_unique_entity_count=0, LOCATION=3, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=2, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_2.txt, deceptive, p, word_count=61, total_entity_count=0, total_unique_entity_count=0, LOCATION=2, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=2, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_20.txt, deceptive, p, word_count=64, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_3.txt, deceptive, p, word_count=108, total_entity_count=0, total_unique_entity_count=0, LOCATION=3, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=3, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_4.txt, deceptive, p, word_count=81, total_entity_count=0, total_unique_entity_count=0, LOCATION=2, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=2, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_5.txt, deceptive, p, word_count=103, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_6.txt, deceptive, p, word_count=118, total_entity_count=0, total_unique_entity_count=0, LOCATION=3, PERSON=0, ORGANIZATION=4, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=3, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_7.txt, deceptive, p, word_count=50, total_entity_count=0, total_unique_entity_count=0, LOCATION=2, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_8.txt, deceptive, p, word_count=38, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_conrad_9.txt, deceptive, p, word_count=84, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_1.txt, deceptive, p, word_count=145, total_entity_count=0, total_unique_entity_count=0, LOCATION=3, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=1, TIME=0, unique_LOCATION=3, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=1, unique_TIME=0, 
d_fairmont_10.txt, deceptive, p, word_count=118, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=9, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=5, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_11.txt, deceptive, p, word_count=81, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_12.txt, deceptive, p, word_count=112, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=4, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=4, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_13.txt, deceptive, p, word_count=122, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=1, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=1, unique_TIME=0, 
d_fairmont_14.txt, deceptive, p, word_count=185, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=4, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=4, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_15.txt, deceptive, p, word_count=72, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_16.txt, deceptive, p, word_count=168, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=1, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=1, unique_TIME=0, 
d_fairmont_17.txt, deceptive, p, word_count=99, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_18.txt, deceptive, p, word_count=64, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=4, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=4, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_19.txt, deceptive, p, word_count=195, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_2.txt, deceptive, p, word_count=168, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=4, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=4, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_20.txt, deceptive, p, word_count=101, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_3.txt, deceptive, p, word_count=116, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=8, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=4, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_4.txt, deceptive, p, word_count=48, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_5.txt, deceptive, p, word_count=51, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=1, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=1, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_6.txt, deceptive, p, word_count=192, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=8, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=4, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_7.txt, deceptive, p, word_count=126, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_fairmont_8.txt, deceptive, p, word_count=306, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=4, MONEY=0, PERCENT=0, DATE=0, TIME=3, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=4, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=3, 
d_fairmont_9.txt, deceptive, p, word_count=90, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_1.txt, deceptive, p, word_count=118, total_entity_count=0, total_unique_entity_count=0, LOCATION=2, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=1, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=1, unique_TIME=0, 
d_hardrock_10.txt, deceptive, p, word_count=160, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_11.txt, deceptive, p, word_count=121, total_entity_count=0, total_unique_entity_count=0, LOCATION=4, PERSON=0, ORGANIZATION=12, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=3, unique_PERSON=0, unique_ORGANIZATION=9, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_12.txt, deceptive, p, word_count=72, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=5, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=4, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_13.txt, deceptive, p, word_count=105, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_14.txt, deceptive, p, word_count=92, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_15.txt, deceptive, p, word_count=160, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=1, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=1, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_16.txt, deceptive, p, word_count=69, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=4, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=4, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_17.txt, deceptive, p, word_count=138, total_entity_count=0, total_unique_entity_count=0, LOCATION=2, PERSON=3, ORGANIZATION=5, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=2, unique_PERSON=3, unique_ORGANIZATION=5, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_18.txt, deceptive, p, word_count=268, total_entity_count=0, total_unique_entity_count=0, LOCATION=2, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=2, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_19.txt, deceptive, p, word_count=115, total_entity_count=0, total_unique_entity_count=0, LOCATION=2, PERSON=0, ORGANIZATION=6, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=4, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_2.txt, deceptive, p, word_count=79, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=3, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=3, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_20.txt, deceptive, p, word_count=166, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=6, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=3, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_3.txt, deceptive, p, word_count=176, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_4.txt, deceptive, p, word_count=105, total_entity_count=0, total_unique_entity_count=0, LOCATION=3, PERSON=0, ORGANIZATION=3, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=3, unique_PERSON=0, unique_ORGANIZATION=3, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_5.txt, deceptive, p, word_count=113, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_6.txt, deceptive, p, word_count=114, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_7.txt, deceptive, p, word_count=184, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=3, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=3, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_8.txt, deceptive, p, word_count=215, total_entity_count=0, total_unique_entity_count=0, LOCATION=3, PERSON=2, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=2, unique_PERSON=2, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hardrock_9.txt, deceptive, p, word_count=32, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_1.txt, deceptive, p, word_count=79, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=1, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=1, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_10.txt, deceptive, p, word_count=65, total_entity_count=0, total_unique_entity_count=0, LOCATION=3, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=2, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_11.txt, deceptive, p, word_count=72, total_entity_count=0, total_unique_entity_count=0, LOCATION=3, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=1, TIME=0, unique_LOCATION=3, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=1, unique_TIME=0, 
d_hilton_12.txt, deceptive, p, word_count=102, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_13.txt, deceptive, p, word_count=100, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=4, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=3, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_14.txt, deceptive, p, word_count=81, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_15.txt, deceptive, p, word_count=85, total_entity_count=0, total_unique_entity_count=0, LOCATION=5, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=4, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_16.txt, deceptive, p, word_count=79, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_17.txt, deceptive, p, word_count=66, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_18.txt, deceptive, p, word_count=76, total_entity_count=0, total_unique_entity_count=0, LOCATION=2, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=2, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_19.txt, deceptive, p, word_count=143, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=8, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=6, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_2.txt, deceptive, p, word_count=59, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=3, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_20.txt, deceptive, p, word_count=108, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_3.txt, deceptive, p, word_count=56, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_4.txt, deceptive, p, word_count=163, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=3, ORGANIZATION=11, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=3, unique_ORGANIZATION=8, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_5.txt, deceptive, p, word_count=40, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=2, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=2, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_6.txt, deceptive, p, word_count=65, total_entity_count=0, total_unique_entity_count=0, LOCATION=0, PERSON=0, ORGANIZATION=0, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=0, unique_PERSON=0, unique_ORGANIZATION=0, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
d_hilton_7.txt, deceptive, p, word_count=114, total_entity_count=0, total_unique_entity_count=0, LOCATION=1, PERSON=0, ORGANIZATION=10, MONEY=0, PERCENT=0, DATE=0, TIME=0, unique_LOCATION=1, unique_PERSON=0, unique_ORGANIZATION=7, unique_MONEY=0, unique_PERCENT=0, unique_DATE=0, unique_TIME=0, 
